title,bechdel,year
Sleeping Beauty,3,1959
"Bat, The",3,1959
"Nun&#39;s Story, The",3,1959
North By Northwest,1,1959
Some Like It Hot,3,1959
"400 Blows, The",0,1959
Good Morning (Ohay&ocirc;),3,1959
Gidget,3,1959
Sleeping Beauty,3,1959
"World, The Flesh and The Devil, The",0,1959
Anatomy of a Murder,1,1959
Araya,3,1959
Ben-Hur,3,1959
Pillow Talk,3,1959
Night of the Ghouls,1,1959
Imitation of Life,3,1959
Come Dance with Me!,3,1959
"Giant Gila Monster, The",3,1959
Darby O&#39;Gill and the Little People,3,1959
"Tingler, The",1,1959
"Wasp Woman, The",3,1959
Ghost of Dragstrip Hollow,3,1959
A Bucket of Blood,2,1959
House on Haunted Hill,3,1959
Exodus,3,1960
Peeping Tom,2,1960
Conspiracy of Hearts,3,1960
A bout de souffle,0,1960
"Magnificent Seven, The",0,1960
"City of the Dead, The",3,1960
"Brides of Dracula, The",3,1960
School for Scoundrels,1,1960
Spartacus,2,1960
La ciociara,3,1960
Psycho,3,1960
Body in the Web,3,1960
"Virgin Spring, The",3,1960
Make Mine Mink,3,1960
"Apartment, The",3,1960
"Story of Ruth, The",3,1960
Testament of Orpheus,1,1960
Nerve on Sunday,2,1960
Let&#39;s Make Love,2,1960
"Time Machine, The",0,1960
Late Autumn,3,1960
Inherit the Wind,3,1960
Les yeux sans visage,3,1960
Black Sunday,3,1960
"Truth, The",3,1960
Jigoku (Hell or The Sinners of Hell),3,1960
Le Trou,0,1960
Rocco and His Brothers,2,1960
Shoot the Piano Player,2,1960
Wild River,3,1960
Zazie dans le metro,3,1960
Where the Boys Are,2,1960
First Spaceship on Venus,1,1960
La Dolce Vita,2,1960
Blue Hawaii,3,1961
Breakfast at Tiffany&#39;s,2,1961
Paris Blues,3,1961
A Raisin in the Sun,3,1961
"Guns of Navarone, The",1,1961
Through a Glass Darkly,0,1961
A Woman Is a Woman,0,1961
Underworld U.S.A.,3,1961
"Children&#39;s Hour, The",3,1961
La Notte,3,1961
Mothra,0,1961
Snow White and the Three Stooges,3,1961
Yojimbo,1,1961
West Side Story,3,1961
"Beast of Yucca Flats, The",0,1961
Accattone,3,1961
"Curse of the Werewolf, The",3,1961
"Misfits, The",3,1961
"Leon Morin, Priest",3,1961
One Hundred and One Dalmatians,3,1961
"Innocents, The",3,1961
"One, Two, Three",3,1961
"Parent Trap, The",3,1961
Mysterious Island,0,1961
"Hustler, The",0,1961
King of Kings,3,1961
Lola,2,1961
"Phantom Planet, The",0,1961
Flame in the Streets,3,1961
A Taste of Honey,3,1961
El Cid,1,1961
Splendor in the Grass,3,1961
"Treasure of the Silver Lake, The",1,1962
War of the Buttons,0,1962
La Jetee,0,1962
"Brain That Wouldn&#39;t Die, The",2,1962
What Ever Happened to Baby Jane?,3,1962
Boccaccio &acute;70,2,1962
"Music Man, The",3,1962
That Touch of Mink,2,1962
Vivre Sa Vie,3,1962
"Day of the Triffids, The",3,1962
Jules and Jim,1,1962
Les dimanches de Ville d&#39;Avray,3,1962
"L-Shaped Room, The",3,1962
Hatari!,3,1962
"Loneliness of the Long Distance Runner, The",3,1962
To Kill a Mockingbird,3,1962
Advise &amp; Consent,3,1962
Lolita,3,1962
Cartouche,1,1962
King Kong vs. Godzilla,3,1962
"Trial of Joan of Arc, The",0,1962
Dr. No,1,1962
"Trial, The",1,1962
Cleo from 5 to 7,3,1962
Atraco a las tres,1,1962
"Miracle Worker, The",3,1962
Walk on the Wild Side,3,1962
Lawrence of Arabia,0,1962
Carnival of Souls,3,1962
Ivanovo detstvo,1,1962
Gypsy,3,1962
Hara-Kiri,0,1962
"Manchurian Candidate, The",1,1962
"Longest Day, The",0,1962
"Devil&#39;s Hand, The",2,1962
Atragon,0,1963
X: The Man with the X-Ray Eyes,1,1963
"Sword in the Stone, The",0,1963
Irma la Douce,2,1963
Winnetou,1,1963
8&frac12;,3,1963
"Kiss of the Vampire, The",2,1963
Unearthly Stranger,1,1963
"Great Escape, The",0,1963
Carry on Cabby,3,1963
Dementia 13,3,1963
55 Days at Peking,1,1963
Charade,2,1963
From Russia with Love,3,1963
Cleopatra,3,1963
Beach Party,2,1963
"Silence, The",3,1963
"Move Over, Darling",3,1963
Suzanne&#39;s Career,3,1963
"Incredible Journey, The",1,1963
"Servant, The",3,1963
Contempt,1,1963
El verdugo,1,1963
Bye Bye Birdie,3,1963
"Raven, The",1,1963
"Haunting, The",3,1963
Summer Magic,3,1963
Tom Jones,3,1963
Lord of the Flies,0,1963
Shock Corridor,0,1963
Sanjuro,3,1963
Winter Light,1,1963
It&#39;s a Mad Mad Mad Mad World,3,1963
"Guest, The",0,1963
"Birds, The",3,1963
"Pink Panther, The",1,1963
Khaneh siah ast (The House is Black),0,1963
"Bakery Girl of Monceau, The",1,1963
Summer Holiday,3,1963
Godzilla vs. The Thing (Mothra vs. Godzilla),1,1964
"Chalk Garden, The",3,1964
Nikutai no mon [Gate of Flesh],3,1964
Mary Poppins,3,1964
A Hard Day&#39;s Night,1,1964
"Ghidorah, the Three-Headed Monster",3,1964
"Yellow One, The",1,1964
Viva Las Vegas,0,1964
Band of Outsiders,3,1964
Carry On Cleo,1,1964
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1964
"Last Man on Earth, The",1,1964
Per un pugno di dollari (A Fisful of Dollars),1,1964
"Umbrellas of Cherbourg, The",3,1964
"Unsinkable Molly Brown, The",3,1964
Seduced and abandoned,3,1964
Dead Ringer,3,1964
A shot in the dark,1,1964
"Gospel According to St. Matthew, The",1,1964
My Fair Lady,3,1964
Der Geteilte Himmel (Divided Heaven),2,1964
Old Shatterhand,1,1964
King &amp; Country,0,1964
Bikini Beach,2,1964
"Rudolph, the Red-Nosed Reindeer",1,1964
Man&#39;s Favorite Sport?,2,1964
Woman in the Dunes,0,1964
Code Name: Tiger,3,1964
Marnie,3,1964
Winnetou: The Red Gentleman,1,1964
Fail-Safe,1,1964
Red Desert,3,1964
"Long Ships, The",1,1964
"Americanization of Emily, The",2,1964
"Hush...Hush, Sweet Charlotte",3,1964
Amongst Vultures,0,1964
La tia Tula,3,1964
Bedtime Story,1,1964
First Men in the Moon,1,1964
Zulu,0,1964
"Train, The",1,1964
Goldfinger,1,1964
Onibaba,0,1964
"Time Travelers, The",2,1964
Marriage Italian Style,3,1964
"Railrodder, The",0,1965
Gulliver&#39;s Travels Beyond the Moon,0,1965
Juliet of the Spirits,3,1965
Thunderball,2,1965
Alphaville,1,1965
Red Beard,3,1965
Devils of Darkness,3,1965
How to Murder Your Wife,0,1965
Old Surehand,1,1965
Frankenstein Conquers the World,1,1965
"Faster, Pussycat! Kill! Kill!",3,1965
Daikaiju Gamera,2,1965
Mne dvadtsat let (I am twenty),3,1965
A Study in Terror,3,1965
Treasure of the Aztecs,1,1965
Viva Maria!,3,1965
"Pleasure Girls, The",3,1965
"Flight of the Phoenix, The",0,1965
Invasion of Astro-Monster,2,1965
Kapurush,0,1965
That Darn Cat!,3,1965
Winnetou: The Last Shot,0,1965
"Sound of Music, The",3,1965
Doctor Zhivago,1,1965
Pyramid of the Sun God,1,1965
Repulsion,3,1965
Inside Daisy Clover,3,1965
Darling,3,1965
A Patch of Blue,3,1965
"Oil Prince, The",1,1965
Bunny Lake Is Missing,3,1965
"Ipcress File, The",1,1965
For a Few Dollars More,0,1965
La battaglia di Algeri,1,1966
La caza,0,1966
Cathy Come Home,3,1966
Manos: The Hands of Fate,3,1966
Andrei Rublev,1,1966
Georgy Girl,3,1966
Lost Command,1,1966
L&#39;armata Brancaleone,1,1966
A Big Hand for the Little Lady,1,1966
"Plague of the Zombies, The",3,1966
Alfie,1,1966
Persona,3,1966
"Godzilla vs. the Sea Monster (Ebirah, Horror of the Deep)",1,1966
Tokyo Drifter,1,1966
"Good, the Bad and the Ugly, The",1,1966
Fantastic Voyage,0,1966
Torn Curtain,3,1966
End of August at the Hotel Ozone,3,1966
Black Girl,3,1966
Who&#39;s Afraid of Virginia Woolf?,1,1966
Dracula: Prince of Darkness,1,1966
How to Steal a Million,0,1966
"Trouble with Angels, The",3,1966
One Million Years B.C.,1,1966
Daikaiju ketto: Gamera tai Barugon,0,1966
El Dorado,1,1966
"Sand Pebbles, The",1,1966
"Who Are You, Polly Maggoo?",1,1966
A Man for All Seasons,1,1966
"Fortune Cookie, The",1,1966
Jesse James Meets Frankenstein&#39;s Daughter,1,1966
Daimajin,1,1966
Death Rides a Horse,0,1966
Winnetou and the Crossbreed,1,1966
Django,0,1966
Wrath of Daimajin,0,1966
"Group, The",3,1966
Return of Daimajin,0,1966
Daisies,3,1966
Our Man Flint,2,1966
Fahrenheit 451,3,1966
Winnetou und sein Freund Old Firehand,1,1966
Blood Bath,2,1966
Blow-Up,0,1966
"Fox, The",3,1967
Marketa Lazarova,1,1967
Uchu daikaiju Girara,3,1967
Cool Hand Luke,1,1967
Casino Royale,2,1967
Accident,1,1967
"Jungle Book, The",1,1967
"Fearless Vampire Killers, The",1,1967
Smashing Time,3,1967
Wait Until Dark,3,1967
A Time for Killing,0,1967
"Young Girls of Rochefort, The",3,1967
Le Samourai,1,1967
Koroshi no rakuin [Branded to Kill],1,1967
Berserk,3,1967
"Dirty Dozen, The",0,1967
You Only Live Twice,1,1967
Peppermint Frappe,1,1967
Belle de Jour,3,1967
Two for the Road,3,1967
A Countess from Hong Kong,3,1967
Bedazzled,3,1967
"Graduate, The",2,1967
Playtime,3,1967
God Forgives... I Don&#39;t!,0,1967
Barefoot in the Park,3,1967
Daikaiju kuchusen: Gamera tai Gyaosu,0,1967
Woman Times Seven,3,1967
"Django Kill... If You Live, Shoot!",0,1967
Asterix the Gaul (Asterix le Gaulois),0,1967
Son of Godzilla,0,1967
Valley of the Dolls,3,1967
I Am Curious (Yellow),3,1967
La collectionneuse,1,1967
In the Heat of the Night,1,1967
Bonnie and Clyde,3,1967
Guess Who&#39;s Coming to Dinner,3,1967
Elvira Madigan,0,1967
Thoroughly Modern Millie,3,1967
Once Upon a Time in the West,1,1968
Reconstruction,0,1968
"Cat Has Nine Lives, The",3,1968
Up the Junction,3,1968
Dracula Has Risen from the Grave,2,1968
"Party, The",3,1968
"Bride Wore Black, The",3,1968
"Valley of Death, The",0,1968
"Rape of the Vampire, The",3,1968
Hellfighters,2,1968
Il giorno della civetta,0,1968
"Django, Prepare a Coffin",0,1968
Carry On... Up the Khyber,3,1968
Funny Girl,3,1968
"Today We Kill, Tomorrow We Die!",0,1968
Planet of the Apes,1,1968
Ice Station Zebra,0,1968
Bullitt,1,1968
"Wrecking Crew, The",3,1968
Hour of the Wolf,1,1968
"Lion in Winter, The",3,1968
"Producers, The",0,1968
If....,1,1968
Hang &#39;Em High,2,1968
Barbarella,3,1968
Star!,3,1968
Egri csillagok,1,1968
Yellow Submarine,0,1968
Where Eagles Dare,3,1968
2001: A Space Odyssey,0,1968
Destroy All Monsters,0,1968
Head,0,1968
Night of the Living Dead,3,1968
Chitty Chitty Bang Bang,3,1968
Rosemary&#39;s Baby,3,1968
Charly,2,1968
Taiyo no oji: Horusu no daiboken,0,1968
Gamera vs. Viras,2,1968
Oliver!,2,1968
"Killing of Sister George, The",3,1968
Asterix et Cleopatre,0,1968
"Boys of Paul Street, The",0,1968
Romeo and Juliet,3,1968
Easy Rider,1,1969
"Italian Job, The",1,1969
Paint Your Wagon,2,1969
Z,1,1969
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",0,1969
Chastity,0,1969
"Prime of Miss Jean Brodie, The",3,1969
"Passion of Anna, The",1,1969
Downhill Racer,0,1969
"Hello, Dolly!",3,1969
"Swimming Pool, The",3,1969
Age of Consent,3,1969
Take the Money and Run,1,1969
"Honeymoon Killers, The",3,1969
"They Shoot Horses, Don&#39;t They?",1,1969
Butch Cassidy and the Sundance Kid,1,1969
Mississippi Mermaid,3,1969
My Side of the Mountain,1,1969
Women in Love,3,1969
Support Your Local Sheriff!,1,1969
Kes,1,1969
Marquis de Sade&#39;s Justine,3,1969
Alice&#39;s Restaurant,1,1969
Army of Shadows,0,1969
"Computer Wore Tennis Shoes, The",1,1969
My Night at Maud&#39;s,3,1969
Midnight Cowboy,1,1969
On Her Majesty&#39;s Secret Service,2,1969
True Grit,3,1969
Django the Bastard,0,1969
Little Big Man,1,1970
Tristana,2,1970
Italian Stallion,3,1970
Pippi in the South Seas,3,1970
"AristoCats, The",3,1970
Rio Lobo,1,1970
Scars of Dracula,1,1970
Waterloo,0,1970
Le Cercle Rouge,0,1970
Patton,1,1970
Claire&#39;s Knee,3,1970
"Railway Children, The",3,1970
"Music Lovers, The",1,1970
Wanda,3,1970
Love Story,1,1970
Deep End,1,1970
Carry It On,3,1970
Tora! Tora! Tora!,1,1970
"Things of Life, The",1,1970
"Conformist, The",3,1970
Les novices,3,1970
Airport,3,1970
Colossus: The Forbin Project,0,1970
Donkey Skin,3,1970
Catch-22,3,1970
"Vampire Lovers, The",3,1970
House of Dark Shadows,2,1970
Dodes&#39;ka-den,3,1970
They Call Me Trinity,2,1970
Darling Lili,3,1970
"Phantom Tollbooth, The",1,1970
Two Mules for Sister Sara,3,1970
"Boys in the Band, The",0,1970
"Nachts, wenn Dracula erwacht",1,1970
Beyond the Valley of the Dolls,3,1970
Taste the Blood of Dracula,3,1970
Five Easy Pieces,3,1970
Santa Clause is Comin&#39; to Town,1,1970
Bambule,3,1970
"House That Dripped Blood, The",3,1971
Get Carter,1,1971
Trinity Is Still My Name,1,1971
Johnny Got His Gun,1,1971
Vampyros Lesbos,3,1971
Bedknobs and Broomsticks,3,1971
Harold and Maude,3,1971
Werewolves on Wheels,1,1971
Nicholas and Alexandra,3,1971
"Trojan Women, The",3,1971
Mrs. Pollifax - Spy,3,1971
Shaft,1,1971
"Emigrants, The",3,1971
Daughters of Darkness,3,1971
Willy Wonka &amp; the Chocolate Factory,2,1971
Duel,0,1971
"French Connection, The",1,1971
Frenchie King,3,1971
Wake in Fright,1,1971
Vanishing Point,0,1971
Melody,2,1971
Lust for a Vampire,3,1971
10 Rillington Place,1,1971
A New Leaf,3,1971
"Last Picture Show, The",2,1971
Escape from the Planet of the Apes,1,1971
And Now for Something Completely Different,1,1971
Diamonds Are Forever,1,1971
Hannie Caulder,0,1971
Mon oncle Antoine,3,1971
Sweet Sweetback&#39;s Baadasssss Song,1,1971
Macbeth,1,1971
Taking Off,3,1971
McCabe &amp; Mrs. Miller,3,1971
Here Comes Peter Cotton Tail,1,1971
A Clockwork Orange,1,1971
Straw Dogs,1,1971
Bello onesto emigrato Australia sposerebbe compaesana illibata,2,1971
Punishment Park,3,1971
Let&#39;s Scare Jessica to Death,3,1971
Walkabout,1,1971
THX 1138,0,1971
Death in Venice,0,1971
Klute,3,1971
Play Misty for Me,3,1971
Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),3,1971
"Devils, The",3,1971
Anand,2,1971
"Million Dollar Duck, The",1,1971
"Andromeda Strain, The",3,1971
Bananas,1,1971
"Lady Hermit, The",3,1971
"Mary, Queen of Scots",3,1971
Lulu the Tool,1,1971
"Big Bird Cage, The",3,1972
Deliverance,1,1972
When Michael Calls,2,1972
Pink Flamingos,3,1972
Jeremiah Johnson,1,1972
"Poseidon Adventure, The",1,1972
Lady Sings the Blues,3,1972
"Hitchhikers, The",3,1972
"Other Side of Underneath, The",3,1972
"Silent Night, Bloody Night",3,1972
Lone Wolf and Cub: Baby Cart at the River Styx,2,1972
Une belle fille comme moi,3,1972
"L&#39;aventure, c&#39;est l&#39;aventure",0,1972
Cries and Whispers (Viskningar och rop),3,1972
Frenzy,3,1972
"Discreet Charm of the Bourgeoisie, The",3,1972
Aguirre: The Wrath of God,2,1972
"Godfather, The",2,1972
1776,1,1972
Sleuth,0,1972
Cabaret,3,1972
"Dawns Here are Quiet, The",3,1972
All the Way Boys,0,1972
Last Tango in Paris,3,1972
Sisters,3,1972
What&#39;s up Doc,2,1972
Lone Wolf and Cub: Sword of Vengeance,0,1972
Godzilla vs. Gigan,1,1972
"Mattei Affair (Il caso Mattei), The",0,1972
Chloe in the Afternoon,2,1972
Lone Wolf and Cub: Baby Cart to Hades,0,1972
Solyaris,1,1972
Sbatti il mostro in prima pagina,1,1972
State of Siege,0,1972
"Bitter Tears of Petra von Kant , The",3,1972
Butterflies Are Free,3,1972
Prison Girls,3,1972
Deep Throat,3,1972
Don&#39;t Torture a Duckling,2,1972
Wedding in White,3,1972
Travels With My Aunt,3,1972
Avanti!,3,1972
Lone Wolf and Cub: Baby Cart in Peril,0,1972
Blacula,3,1972
"Last House on the Left, The",3,1972
"Satanic Rites of Dracula, The",1,1973
World on a Wire,2,1973
"Sting, The",1,1973
"Holy Mountain, The",1,1973
Mean Streets,1,1973
Lemora: A Child&#39;s Tale Of The Supernatural,3,1973
"Legend of Hell House, The",3,1973
La nuit des etoiles filantes,3,1973
Don&#39;t look now,3,1973
Serpico,1,1973
Pat Garrett &amp; Billy the Kid,1,1973
Enter the Dragon,1,1973
"Three Musketeers, The",2,1973
Soylent Green,1,1973
Terminal Island,3,1973
High Plains Drifter,1,1973
Badlands,0,1973
Children Shouldn&#39;t Play with Dead Things,3,1973
American Graffiti,2,1973
A Touch of Class,2,1973
"Crazies, The",3,1973
Papillon,0,1973
Female Vampire,3,1973
Day for Night,3,1973
Godzilla vs. Megalon,0,1973
Sleeper,1,1973
Payday,2,1973
A Doll&#39;s House,3,1973
Robin Hood,3,1973
La rose de fer,0,1973
"Exorcist, The",3,1973
A Charlie Brown Thanksgiving,2,1973
&#39;Gator Bait,0,1973
My Name Is Nobody,0,1973
Fantastic Planet,0,1973
"Offence, The",0,1973
Ivan Vasilevich menyaet professiyu,1,1973
"Spirit of the Beehive, The",3,1973
"Wicker Man, The",3,1973
Turkish Delight,3,1973
"Baby, The",3,1973
Live and Let Die,1,1973
Paper Moon,3,1973
El ataque de los muertos sin ojos [Return of the Evil Dead],3,1973
Lady Snowblood,3,1973
Don Juan (Or If Don Juan Were a Woman),3,1973
"Knock Out Cop, The",0,1973
Jesus Christ Superstar,0,1973
"Mad Adventures of &#39;Rabbi&#39; Jacob, The",2,1973
"Black Mama, White Mama",3,1973
Mame,3,1974
Female Trouble,3,1974
"Conversation, The",1,1974
Death Wish,3,1974
"Man with the Golden Gun, The",1,1974
Vampyres,3,1974
Young Frankenstein,2,1974
Blazing Saddles,1,1974
"Watch Out, We&#39;re Mad",0,1974
Edvard Munch,1,1974
"Towering Inferno, The",1,1974
Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue],2,1974
Brief Encounter,3,1974
"Je, tu, il, elle",3,1974
Dracula,3,1974
Kozure Okami: Jigoku e ikuzo! Daigoro,0,1974
"Godfather: Part II, The",2,1974
"Sugarland Express, The",2,1974
Emmanuelle,3,1974
Truck Turner,3,1974
"Legend of the 7 Golden Vampires, The",1,1974
Black Christmas,3,1974
Godzilla vs. Mechagodzilla,1,1974
Zardoz,2,1974
"Parallax View, The",0,1974
Phantom of the Paradise,0,1974
Celine and Julie Go Boating,3,1974
"Groove Tube, The",1,1974
Going Places,2,1974
"Arena, The",3,1974
A Woman Under The Influence,3,1974
Ali: Fear Eats the Soul,3,1974
"Texas Chain Saw Massacre, The",1,1974
Airport 1975,3,1974
Alice Doesn&#39;t Live Here Anymore,3,1974
"Odessa File, The",3,1974
Chinatown,2,1974
Foxy Brown,3,1974
Dark Star,0,1974
Killdozer,0,1974
"Ironiya sudby, ili S legkim parom!",2,1975
Emmanuelle II,3,1975
Fawlty Towers,3,1975
Zorro,1,1975
Dolemite,0,1975
Nashville,3,1975
Dog Day Afternoon,3,1975
Switchblade Sisters,3,1975
Grey Gardens,3,1975
"Mirror, The",3,1975
Jaws,3,1975
Picnic at Hanging Rock,3,1975
"Maids, The",3,1975
Three Days of the Condor,1,1975
Death Race 2000,3,1975
Inserts,1,1975
"Stepford Wives, The",3,1975
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",3,1975
Love and Death,3,1975
Numero deux,3,1975
Blonde in Black Leather,3,1975
Deep Red,3,1975
"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",3,1975
"Count of Monte-Cristo, The",1,1975
Flatfoot in Hong Kong,1,1975
Katie Tippel,3,1975
"Story of O, The",3,1975
Dialogues of Exiles,3,1975
Barry Lyndon,1,1975
Terror of Mechagodzilla,1,1975
One Flew Over the Cuckoo&#39;s Nest,2,1975
Mandingo,2,1975
A boy and His Dog,0,1975
Tommy,1,1975
"Rocky Horror Picture Show, The",3,1975
Dersu Uzala,0,1975
Monty Python and the Holy Grail,2,1975
"Tenant, The",1,1976
Pascual Duarte,1,1976
Logan&#39;s Run,2,1976
"Outlaw Josey Wales, The",2,1976
Carrie,3,1976
Az otodik pecset,1,1976
Mandinga,1,1976
Bugsy Malone,3,1976
"Omen, The",3,1976
Silver Streak,1,1976
"Desert of the Tartars, The",0,1976
Rocky,1,1976
Drum,2,1976
Two-Minute Warning,1,1976
"Town That Dreaded Sundown, The",1,1976
A Star Is Born,0,1976
"Man Who Fell to Earth, The",1,1976
Murder by Death,3,1976
Taxi Driver,1,1976
"Gumball Rally, The",3,1976
"Little Girl Who Lives Down the Lane, The",3,1976
Silent Movie,1,1976
Sebastiane,1,1976
Il secondo tragico Fantozzi,1,1976
Revenge Of The Cheerleaders,1,1976
Assault on Precinct 13,3,1976
Network,3,1976
All the President&#39;s Men,1,1976
Keoma,1,1976
Marathon Man,1,1976
Sparkle,3,1976
Family Plot,3,1976
Allegro non troppo,0,1976
Small Change,3,1976
Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),1,1976
Emmanuelle bianca e nera,2,1976
Canoa: A Shameful Memory,0,1976
In the Realm of the Senses,3,1976
Martin,1,1977
"Haunting of Julia, The",3,1977
Eraserhead,0,1977
Desperate Living,3,1977
Death Trap!,3,1977
"Devil, Probably, The",2,1977
Soldaat van Oranje,1,1977
March or Die,0,1977
A Little Night Music,3,1977
A Bridge Too Far,1,1977
"Duelists, The",1,1977
"Kentucky Fried Movie, The",1,1977
Emmanuelle 3,3,1977
Annie Hall,3,1977
Orca,1,1977
High Anxiety,1,1977
Stroszek,0,1977
"Turning Point, The",3,1977
Pumping Iron,0,1977
Sluzhebnyy roman,3,1977
"Sentinel, The",3,1977
Julia,3,1977
Star Wars,1,1977
Kingdom of the Spiders,3,1977
"Man Who Loved Women, The",1,1977
"Race for Your Life, Charlie Brown",3,1977
Close Encounters of the Third Kind,1,1977
"Goodbye Girl, The",3,1977
"36 Crazy Fists, The",0,1977
Bad,3,1977
3 Women,3,1977
"Spy Who Loved Me, The",1,1977
Love Camp,3,1977
"Hills Have Eyes, The",3,1977
Damnation Alley,0,1977
Planet of Dinosaurs,3,1977
House,3,1977
Slap Shot,3,1977
Rabid,3,1977
"Man in the Iron Mask, The",2,1977
"Many Adventures of Winnie the Pooh, The",0,1977
Suspiria,3,1977
ABBA: The Movie,1,1977
A Special Day,2,1977
Peppermint Soda,3,1977
Pete&#39;s Dragon,2,1977
Saturday Night Fever,1,1977
"Rescuers, The",3,1977
Alucarda,3,1977
Convoy,0,1978
Girlfriends,3,1978
La cage aux folles,2,1978
Damien: Omen II,2,1978
I Spit on Your Grave,0,1978
A Woman Called Moses,3,1978
Lo chiamavano Bulldozer,0,1978
Dawn of the Dead,0,1978
Superman,1,1978
Midnight Express,0,1978
Ringing Bell (Chirin no Suzu),0,1978
Magic,1,1978
Foul Play,3,1978
Within the Woods,3,1978
"Star Wars Holiday Special, The",1,1978
"Boys from Brazil, The",1,1978
Halloween,3,1978
"Lord of the Rings, The",1,1978
Animal House,2,1978
"Wiz, The",3,1978
Pretty Baby,2,1978
Watership Down,1,1978
"Driver, The",0,1978
